local_date,day_state,target_count,raw_message_count,operational_message_count,non_operational_message_count,incident_like_message_count,duplicate_candidate_members,reconstructed_incident_count_lower_bound,compiled_local_message_count,required_utc_source_dates,source_statuses,coverage_complete
2023-12-26,observed_nonzero,2,2,0,2,2,0,2,2,2023-12-26|2023-12-27,2023-12-26:nonempty_completed|2023-12-27:nonempty_completed,True
2023-12-27,observed_nonzero,2,3,0,3,3,2,2,3,2023-12-27|2023-12-28,2023-12-27:nonempty_completed|2023-12-28:nonempty_completed,True
2023-12-28,observed_nonzero,3,3,0,3,3,0,3,3,2023-12-28|2023-12-29,2023-12-28:nonempty_completed|2023-12-29:nonempty_completed,True
2023-12-29,observed_nonzero,8,8,0,8,8,0,8,8,2023-12-29|2023-12-30,2023-12-29:nonempty_completed|2023-12-30:nonempty_completed,True
2023-12-30,observed_nonzero,4,5,0,5,5,2,4,5,2023-12-30|2023-12-31,2023-12-30:nonempty_completed|2023-12-31:nonempty_completed,True
2023-12-31,observed_nonzero,6,6,0,6,6,0,6,6,2023-12-31|2024-01-01,2023-12-31:nonempty_completed|2024-01-01:nonempty_completed,True
2024-01-01,observed_nonzero,4,5,0,5,5,2,4,5,2024-01-01|2024-01-02,2024-01-01:nonempty_completed|2024-01-02:nonempty_completed,True
2024-01-02,observed_nonzero,4,8,0,8,7,5,4,8,2024-01-02|2024-01-03,2024-01-02:nonempty_completed|2024-01-03:nonempty_completed,True
2024-01-03,observed_nonzero,3,3,0,3,3,0,3,3,2024-01-03|2024-01-04,2024-01-03:nonempty_completed|2024-01-04:nonempty_completed,True
2024-01-04,observed_nonzero,3,3,0,3,3,0,3,3,2024-01-04|2024-01-05,2024-01-04:nonempty_completed|2024-01-05:nonempty_completed,True
2024-01-05,coverage_unknown,,3,0,3,3,0,3,3,2024-01-05|2024-01-06,2024-01-05:nonempty_completed|2024-01-06:empty_unverified,False
2024-01-06,coverage_unknown,,1,0,1,1,0,1,1,2024-01-06|2024-01-07,2024-01-06:empty_unverified|2024-01-07:nonempty_completed,False
2024-01-07,observed_nonzero,1,1,0,1,1,0,1,1,2024-01-07|2024-01-08,2024-01-07:nonempty_completed|2024-01-08:nonempty_completed,True
2024-01-08,observed_nonzero,8,9,0,9,9,2,8,9,2024-01-08|2024-01-09,2024-01-08:nonempty_completed|2024-01-09:nonempty_completed,True
2024-01-09,observed_nonzero,5,16,0,16,9,7,5,16,2024-01-09|2024-01-10,2024-01-09:nonempty_completed|2024-01-10:nonempty_completed,True
2024-01-10,observed_nonzero,8,8,0,8,8,0,8,8,2024-01-10|2024-01-11,2024-01-10:nonempty_completed|2024-01-11:nonempty_completed,True
2024-01-11,observed_nonzero,5,6,0,6,6,2,5,6,2024-01-11|2024-01-12,2024-01-11:nonempty_completed|2024-01-12:nonempty_completed,True
2024-01-12,observed_nonzero,2,3,0,3,3,2,2,3,2024-01-12|2024-01-13,2024-01-12:nonempty_completed|2024-01-13:nonempty_completed,True
2024-01-13,observed_nonzero,3,6,0,6,6,4,3,6,2024-01-13|2024-01-14,2024-01-13:nonempty_completed|2024-01-14:nonempty_completed,True
2024-01-14,observed_nonzero,5,11,0,11,9,6,5,11,2024-01-14|2024-01-15,2024-01-14:nonempty_completed|2024-01-15:nonempty_completed,True
2024-01-15,observed_nonzero,4,4,0,4,4,0,4,4,2024-01-15|2024-01-16,2024-01-15:nonempty_completed|2024-01-16:nonempty_completed,True
2024-01-16,observed_nonzero,5,5,0,5,5,0,5,5,2024-01-16|2024-01-17,2024-01-16:nonempty_completed|2024-01-17:nonempty_completed,True
2024-01-17,observed_nonzero,6,6,0,6,6,0,6,6,2024-01-17|2024-01-18,2024-01-17:nonempty_completed|2024-01-18:nonempty_completed,True
2024-01-18,observed_nonzero,5,6,0,6,6,2,5,6,2024-01-18|2024-01-19,2024-01-18:nonempty_completed|2024-01-19:nonempty_completed,True
2024-01-19,observed_nonzero,6,6,0,6,6,0,6,6,2024-01-19|2024-01-20,2024-01-19:nonempty_completed|2024-01-20:nonempty_completed,True
2024-01-20,observed_nonzero,7,11,0,11,10,6,7,11,2024-01-20|2024-01-21,2024-01-20:nonempty_completed|2024-01-21:nonempty_completed,True
2024-01-21,observed_nonzero,4,11,0,11,6,4,4,11,2024-01-21|2024-01-22,2024-01-21:nonempty_completed|2024-01-22:nonempty_completed,True
2024-01-22,observed_nonzero,4,4,0,4,4,0,4,4,2024-01-22|2024-01-23,2024-01-22:nonempty_completed|2024-01-23:nonempty_completed,True
2024-01-23,observed_nonzero,5,6,0,6,6,2,5,6,2024-01-23|2024-01-24,2024-01-23:nonempty_completed|2024-01-24:nonempty_completed,True
2024-01-24,observed_nonzero,3,5,0,5,5,4,3,5,2024-01-24|2024-01-25,2024-01-24:nonempty_completed|2024-01-25:nonempty_completed,True
2024-01-25,observed_nonzero,2,2,0,2,2,0,2,2,2024-01-25|2024-01-26,2024-01-25:nonempty_completed|2024-01-26:nonempty_completed,True
2024-01-26,observed_nonzero,4,4,0,4,4,0,4,4,2024-01-26|2024-01-27,2024-01-26:nonempty_completed|2024-01-27:nonempty_completed,True
2024-01-27,observed_nonzero,4,5,0,5,5,2,4,5,2024-01-27|2024-01-28,2024-01-27:nonempty_completed|2024-01-28:nonempty_completed,True
2024-01-28,observed_nonzero,1,1,0,1,1,0,1,1,2024-01-28|2024-01-29,2024-01-28:nonempty_completed|2024-01-29:nonempty_completed,True
2024-01-29,observed_zero,0,0,0,0,0,0,0,0,2024-01-29|2024-01-30,2024-01-29:nonempty_completed|2024-01-30:nonempty_completed,True
2024-01-30,observed_nonzero,3,5,0,5,5,4,3,5,2024-01-30|2024-01-31,2024-01-30:nonempty_completed|2024-01-31:nonempty_completed,True
2024-01-31,observed_nonzero,2,2,0,2,2,0,2,2,2024-01-31|2024-02-01,2024-01-31:nonempty_completed|2024-02-01:nonempty_completed,True
2024-02-01,observed_nonzero,4,4,0,4,4,0,4,4,2024-02-01|2024-02-02,2024-02-01:nonempty_completed|2024-02-02:nonempty_completed,True
2024-02-02,observed_nonzero,5,5,0,5,5,0,5,5,2024-02-02|2024-02-03,2024-02-02:nonempty_completed|2024-02-03:nonempty_completed,True
2024-02-03,observed_nonzero,3,5,0,5,4,2,3,5,2024-02-03|2024-02-04,2024-02-03:nonempty_completed|2024-02-04:nonempty_completed,True
2024-02-04,observed_nonzero,3,3,0,3,3,0,3,3,2024-02-04|2024-02-05,2024-02-04:nonempty_completed|2024-02-05:nonempty_completed,True
2024-02-05,observed_nonzero,6,8,0,8,7,2,6,8,2024-02-05|2024-02-06,2024-02-05:nonempty_completed|2024-02-06:nonempty_completed,True
2024-02-06,observed_nonzero,10,13,0,13,11,2,10,13,2024-02-06|2024-02-07,2024-02-06:nonempty_completed|2024-02-07:nonempty_completed,True
2024-02-07,observed_nonzero,4,4,0,4,4,0,4,4,2024-02-07|2024-02-08,2024-02-07:nonempty_completed|2024-02-08:nonempty_completed,True
2024-02-08,observed_nonzero,8,11,0,11,11,6,8,11,2024-02-08|2024-02-09,2024-02-08:nonempty_completed|2024-02-09:nonempty_completed,True
2024-02-09,observed_nonzero,6,8,0,8,8,4,6,8,2024-02-09|2024-02-10,2024-02-09:nonempty_completed|2024-02-10:nonempty_completed,True
2024-02-10,observed_nonzero,1,2,0,2,2,2,1,2,2024-02-10|2024-02-11,2024-02-10:nonempty_completed|2024-02-11:nonempty_completed,True
2024-02-11,observed_nonzero,1,1,0,1,1,0,1,1,2024-02-11|2024-02-12,2024-02-11:nonempty_completed|2024-02-12:nonempty_completed,True
2024-02-12,observed_nonzero,1,1,0,1,1,0,1,1,2024-02-12|2024-02-13,2024-02-12:nonempty_completed|2024-02-13:nonempty_completed,True
2024-02-13,observed_nonzero,3,3,0,3,3,0,3,3,2024-02-13|2024-02-14,2024-02-13:nonempty_completed|2024-02-14:nonempty_completed,True
2024-02-14,observed_nonzero,2,3,0,3,3,2,2,3,2024-02-14|2024-02-15,2024-02-14:nonempty_completed|2024-02-15:nonempty_completed,True
2024-02-15,observed_nonzero,5,7,0,7,7,4,5,7,2024-02-15|2024-02-16,2024-02-15:nonempty_completed|2024-02-16:nonempty_completed,True
2024-02-16,observed_nonzero,5,5,0,5,5,0,5,5,2024-02-16|2024-02-17,2024-02-16:nonempty_completed|2024-02-17:nonempty_completed,True
2024-02-17,observed_nonzero,1,1,0,1,1,0,1,1,2024-02-17|2024-02-18,2024-02-17:nonempty_completed|2024-02-18:nonempty_completed,True
2024-02-18,observed_nonzero,3,5,0,5,5,4,3,5,2024-02-18|2024-02-19,2024-02-18:nonempty_completed|2024-02-19:nonempty_completed,True
2024-02-19,observed_nonzero,3,3,0,3,3,0,3,3,2024-02-19|2024-02-20,2024-02-19:nonempty_completed|2024-02-20:nonempty_completed,True
2024-02-20,observed_nonzero,3,3,0,3,3,0,3,3,2024-02-20|2024-02-21,2024-02-20:nonempty_completed|2024-02-21:nonempty_completed,True
2024-02-21,observed_nonzero,3,3,0,3,3,0,3,3,2024-02-21|2024-02-22,2024-02-21:nonempty_completed|2024-02-22:nonempty_completed,True
2024-02-22,observed_nonzero,3,3,0,3,3,0,3,3,2024-02-22|2024-02-23,2024-02-22:nonempty_completed|2024-02-23:nonempty_completed,True
2024-02-23,observed_nonzero,1,1,0,1,1,0,1,1,2024-02-23|2024-02-24,2024-02-23:nonempty_completed|2024-02-24:nonempty_completed,True
2024-02-24,observed_nonzero,4,4,0,4,4,0,4,4,2024-02-24|2024-02-25,2024-02-24:nonempty_completed|2024-02-25:nonempty_completed,True
2024-02-25,observed_nonzero,4,4,0,4,4,0,4,4,2024-02-25|2024-02-26,2024-02-25:nonempty_completed|2024-02-26:nonempty_completed,True
2024-02-26,observed_nonzero,4,4,0,4,4,0,4,4,2024-02-26|2024-02-27,2024-02-26:nonempty_completed|2024-02-27:nonempty_completed,True
2024-02-27,observed_nonzero,1,1,0,1,1,0,1,1,2024-02-27|2024-02-28,2024-02-27:nonempty_completed|2024-02-28:nonempty_completed,True
2024-02-28,observed_nonzero,6,8,0,8,8,3,6,8,2024-02-28|2024-02-29,2024-02-28:nonempty_completed|2024-02-29:nonempty_completed,True
2024-02-29,observed_nonzero,3,3,0,3,3,0,3,3,2024-02-29|2024-03-01,2024-02-29:nonempty_completed|2024-03-01:nonempty_completed,True
2024-03-01,observed_nonzero,6,11,0,11,7,2,6,11,2024-03-01|2024-03-02,2024-03-01:nonempty_completed|2024-03-02:nonempty_completed,True
2024-03-02,coverage_unknown,,1,0,1,1,0,1,1,2024-03-02|2024-03-03,2024-03-02:nonempty_completed|2024-03-03:empty_unverified,False
2024-03-03,coverage_unknown,,0,0,0,0,0,0,0,2024-03-03|2024-03-04,2024-03-03:empty_unverified|2024-03-04:nonempty_completed,False
2024-03-04,observed_nonzero,7,10,0,10,10,6,7,10,2024-03-04|2024-03-05,2024-03-04:nonempty_completed|2024-03-05:nonempty_completed,True
2024-03-05,observed_nonzero,2,2,0,2,2,0,2,2,2024-03-05|2024-03-06,2024-03-05:nonempty_completed|2024-03-06:nonempty_completed,True
2024-03-06,observed_nonzero,4,4,0,4,4,0,4,4,2024-03-06|2024-03-07,2024-03-06:nonempty_completed|2024-03-07:nonempty_completed,True
2024-03-07,observed_nonzero,7,8,0,8,8,2,7,8,2024-03-07|2024-03-08,2024-03-07:nonempty_completed|2024-03-08:nonempty_completed,True
2024-03-08,observed_nonzero,7,12,0,12,9,3,7,12,2024-03-08|2024-03-09,2024-03-08:nonempty_completed|2024-03-09:nonempty_completed,True
2024-03-09,observed_nonzero,4,4,0,4,4,0,4,4,2024-03-09|2024-03-10,2024-03-09:nonempty_completed|2024-03-10:nonempty_completed,True
2024-03-10,observed_nonzero,1,1,0,1,1,0,1,1,2024-03-10|2024-03-11,2024-03-10:nonempty_completed|2024-03-11:nonempty_completed,True
2024-03-11,coverage_unknown,,7,0,7,7,3,5,7,2024-03-11|2024-03-12,2024-03-11:nonempty_completed|2024-03-12:empty_unverified,False
2024-03-12,coverage_unknown,,1,0,1,1,0,1,1,2024-03-12|2024-03-13,2024-03-12:empty_unverified|2024-03-13:nonempty_completed,False
2024-03-13,observed_nonzero,2,2,0,2,2,0,2,2,2024-03-13|2024-03-14,2024-03-13:nonempty_completed|2024-03-14:nonempty_completed,True
2024-03-14,observed_nonzero,4,4,0,4,4,0,4,4,2024-03-14|2024-03-15,2024-03-14:nonempty_completed|2024-03-15:nonempty_completed,True
2024-03-15,observed_nonzero,11,14,0,14,14,6,11,14,2024-03-15|2024-03-16,2024-03-15:nonempty_completed|2024-03-16:nonempty_completed,True
2024-03-16,observed_nonzero,2,5,0,5,3,2,2,5,2024-03-16|2024-03-17,2024-03-16:nonempty_completed|2024-03-17:nonempty_completed,True
2024-03-17,observed_nonzero,8,18,0,18,12,5,8,18,2024-03-17|2024-03-18,2024-03-17:nonempty_completed|2024-03-18:nonempty_completed,True
2024-03-18,observed_nonzero,5,7,0,7,7,4,5,7,2024-03-18|2024-03-19,2024-03-18:nonempty_completed|2024-03-19:nonempty_completed,True
2024-03-19,observed_nonzero,3,6,0,6,4,2,3,6,2024-03-19|2024-03-20,2024-03-19:nonempty_completed|2024-03-20:nonempty_completed,True
2024-03-20,observed_nonzero,3,4,0,4,4,2,3,4,2024-03-20|2024-03-21,2024-03-20:nonempty_completed|2024-03-21:nonempty_completed,True
2024-03-21,observed_nonzero,3,3,0,3,3,0,3,3,2024-03-21|2024-03-22,2024-03-21:nonempty_completed|2024-03-22:nonempty_completed,True
2024-03-22,observed_nonzero,4,4,0,4,4,0,4,4,2024-03-22|2024-03-23,2024-03-22:nonempty_completed|2024-03-23:nonempty_completed,True
2024-03-23,observed_nonzero,2,3,0,3,3,2,2,3,2024-03-23|2024-03-24,2024-03-23:nonempty_completed|2024-03-24:nonempty_completed,True
2024-03-24,observed_nonzero,1,1,0,1,1,0,1,1,2024-03-24|2024-03-25,2024-03-24:nonempty_completed|2024-03-25:nonempty_completed,True
2024-03-25,observed_nonzero,4,4,0,4,4,0,4,4,2024-03-25|2024-03-26,2024-03-25:nonempty_completed|2024-03-26:nonempty_completed,True
2024-03-26,observed_nonzero,5,5,0,5,5,0,5,5,2024-03-26|2024-03-27,2024-03-26:nonempty_completed|2024-03-27:nonempty_completed,True
2024-03-27,observed_nonzero,4,4,0,4,4,0,4,4,2024-03-27|2024-03-28,2024-03-27:nonempty_completed|2024-03-28:nonempty_completed,True
2024-03-28,observed_nonzero,4,4,0,4,4,0,4,4,2024-03-28|2024-03-29,2024-03-28:nonempty_completed|2024-03-29:nonempty_completed,True
2024-03-29,observed_nonzero,3,3,0,3,3,0,3,3,2024-03-29|2024-03-30,2024-03-29:nonempty_completed|2024-03-30:nonempty_completed,True
2024-03-30,observed_nonzero,1,1,0,1,1,0,1,1,2024-03-30|2024-03-31,2024-03-30:nonempty_completed|2024-03-31:nonempty_completed,True
2024-03-31,observed_nonzero,3,3,0,3,3,0,3,3,2024-03-31|2024-04-01,2024-03-31:nonempty_completed|2024-04-01:nonempty_completed,True
2024-04-01,observed_nonzero,3,4,0,4,4,2,3,4,2024-04-01|2024-04-02,2024-04-01:nonempty_completed|2024-04-02:nonempty_completed,True
2024-04-02,observed_nonzero,3,5,0,5,5,3,3,5,2024-04-02|2024-04-03,2024-04-02:nonempty_completed|2024-04-03:nonempty_completed,True
2024-04-03,observed_nonzero,6,6,0,6,6,0,6,6,2024-04-03|2024-04-04,2024-04-03:nonempty_completed|2024-04-04:nonempty_completed,True
2024-04-04,observed_nonzero,3,3,0,3,3,0,3,3,2024-04-04|2024-04-05,2024-04-04:nonempty_completed|2024-04-05:nonempty_completed,True
2024-04-05,observed_nonzero,3,9,0,9,7,5,3,9,2024-04-05|2024-04-06,2024-04-05:nonempty_completed|2024-04-06:nonempty_completed,True
2024-04-06,observed_nonzero,6,8,0,8,8,4,6,8,2024-04-06|2024-04-07,2024-04-06:nonempty_completed|2024-04-07:nonempty_completed,True
2024-04-07,observed_nonzero,2,3,0,3,3,2,2,3,2024-04-07|2024-04-08,2024-04-07:nonempty_completed|2024-04-08:nonempty_completed,True
2024-04-08,observed_nonzero,3,4,0,4,4,2,3,4,2024-04-08|2024-04-09,2024-04-08:nonempty_completed|2024-04-09:nonempty_completed,True
2024-04-09,observed_nonzero,4,4,0,4,4,0,4,4,2024-04-09|2024-04-10,2024-04-09:nonempty_completed|2024-04-10:nonempty_completed,True
2024-04-10,observed_nonzero,3,3,0,3,3,0,3,3,2024-04-10|2024-04-11,2024-04-10:nonempty_completed|2024-04-11:nonempty_completed,True
2024-04-11,observed_nonzero,3,4,0,4,4,2,3,4,2024-04-11|2024-04-12,2024-04-11:nonempty_completed|2024-04-12:nonempty_completed,True
2024-04-12,observed_nonzero,4,4,0,4,4,0,4,4,2024-04-12|2024-04-13,2024-04-12:nonempty_completed|2024-04-13:nonempty_completed,True
2024-04-13,observed_nonzero,2,2,0,2,2,0,2,2,2024-04-13|2024-04-14,2024-04-13:nonempty_completed|2024-04-14:nonempty_completed,True
2024-04-14,observed_nonzero,1,2,0,2,2,2,1,2,2024-04-14|2024-04-15,2024-04-14:nonempty_completed|2024-04-15:nonempty_completed,True
2024-04-15,observed_nonzero,3,3,0,3,3,0,3,3,2024-04-15|2024-04-16,2024-04-15:nonempty_completed|2024-04-16:nonempty_completed,True
2024-04-16,observed_nonzero,2,2,0,2,2,0,2,2,2024-04-16|2024-04-17,2024-04-16:nonempty_completed|2024-04-17:nonempty_completed,True
2024-04-17,observed_nonzero,3,7,0,7,7,6,3,7,2024-04-17|2024-04-18,2024-04-17:nonempty_completed|2024-04-18:nonempty_completed,True
2024-04-18,observed_nonzero,7,10,0,10,10,5,7,10,2024-04-18|2024-04-19,2024-04-18:nonempty_completed|2024-04-19:nonempty_completed,True
2024-04-19,observed_nonzero,7,9,0,9,9,4,7,9,2024-04-19|2024-04-20,2024-04-19:nonempty_completed|2024-04-20:nonempty_completed,True
2024-04-20,observed_nonzero,1,4,0,4,4,4,1,4,2024-04-20|2024-04-21,2024-04-20:nonempty_completed|2024-04-21:nonempty_completed,True
2024-04-21,observed_nonzero,4,5,0,5,5,2,4,5,2024-04-21|2024-04-22,2024-04-21:nonempty_completed|2024-04-22:nonempty_completed,True
2024-04-22,observed_nonzero,4,4,0,4,4,0,4,4,2024-04-22|2024-04-23,2024-04-22:nonempty_completed|2024-04-23:nonempty_completed,True
2024-04-23,observed_nonzero,3,3,0,3,3,0,3,3,2024-04-23|2024-04-24,2024-04-23:nonempty_completed|2024-04-24:nonempty_completed,True
2024-04-24,observed_nonzero,5,5,0,5,5,0,5,5,2024-04-24|2024-04-25,2024-04-24:nonempty_completed|2024-04-25:nonempty_completed,True
2024-04-25,observed_nonzero,3,3,0,3,3,0,3,3,2024-04-25|2024-04-26,2024-04-25:nonempty_completed|2024-04-26:nonempty_completed,True
2024-04-26,observed_nonzero,4,4,0,4,4,0,4,4,2024-04-26|2024-04-27,2024-04-26:nonempty_completed|2024-04-27:nonempty_completed,True
2024-04-27,observed_nonzero,4,4,0,4,4,0,4,4,2024-04-27|2024-04-28,2024-04-27:nonempty_completed|2024-04-28:nonempty_completed,True
2024-04-28,observed_nonzero,8,8,0,8,8,0,8,8,2024-04-28|2024-04-29,2024-04-28:nonempty_completed|2024-04-29:nonempty_completed,True
2024-04-29,observed_nonzero,8,8,0,8,8,0,8,8,2024-04-29|2024-04-30,2024-04-29:nonempty_completed|2024-04-30:nonempty_completed,True
2024-04-30,observed_nonzero,2,3,0,3,3,2,2,3,2024-04-30|2024-05-01,2024-04-30:nonempty_completed|2024-05-01:nonempty_completed,True
2024-05-01,observed_nonzero,5,7,0,7,7,4,5,7,2024-05-01|2024-05-02,2024-05-01:nonempty_completed|2024-05-02:nonempty_completed,True
2024-05-02,observed_nonzero,2,2,0,2,2,0,2,2,2024-05-02|2024-05-03,2024-05-02:nonempty_completed|2024-05-03:nonempty_completed,True
2024-05-03,observed_nonzero,6,7,0,7,7,2,6,7,2024-05-03|2024-05-04,2024-05-03:nonempty_completed|2024-05-04:nonempty_completed,True
2024-05-04,observed_nonzero,5,7,0,7,7,3,5,7,2024-05-04|2024-05-05,2024-05-04:nonempty_completed|2024-05-05:nonempty_completed,True
2024-05-05,observed_nonzero,6,6,0,6,6,0,6,6,2024-05-05|2024-05-06,2024-05-05:nonempty_completed|2024-05-06:nonempty_completed,True
2024-05-06,observed_nonzero,1,2,0,2,2,2,1,2,2024-05-06|2024-05-07,2024-05-06:nonempty_completed|2024-05-07:nonempty_completed,True
2024-05-07,observed_nonzero,2,2,0,2,2,0,2,2,2024-05-07|2024-05-08,2024-05-07:nonempty_completed|2024-05-08:nonempty_completed,True
2024-05-08,observed_nonzero,2,2,0,2,2,0,2,2,2024-05-08|2024-05-09,2024-05-08:nonempty_completed|2024-05-09:nonempty_completed,True
2024-05-09,observed_nonzero,3,3,0,3,3,0,3,3,2024-05-09|2024-05-10,2024-05-09:nonempty_completed|2024-05-10:nonempty_completed,True
2024-05-10,observed_nonzero,1,1,0,1,1,0,1,1,2024-05-10|2024-05-11,2024-05-10:nonempty_completed|2024-05-11:nonempty_completed,True
2024-05-11,observed_nonzero,4,5,0,5,5,2,4,5,2024-05-11|2024-05-12,2024-05-11:nonempty_completed|2024-05-12:nonempty_completed,True
2024-05-12,observed_nonzero,8,10,0,10,10,4,8,10,2024-05-12|2024-05-13,2024-05-12:nonempty_completed|2024-05-13:nonempty_completed,True
2024-05-13,observed_nonzero,5,6,0,6,6,2,5,6,2024-05-13|2024-05-14,2024-05-13:nonempty_completed|2024-05-14:nonempty_completed,True
2024-05-14,observed_nonzero,3,4,0,4,4,2,3,4,2024-05-14|2024-05-15,2024-05-14:nonempty_completed|2024-05-15:nonempty_completed,True
2024-05-15,coverage_unknown,,8,0,8,8,4,5,8,2024-05-15|2024-05-16,2024-05-15:nonempty_completed|2024-05-16:empty_unverified,False
2024-05-16,coverage_unknown,,1,0,1,1,0,1,1,2024-05-16|2024-05-17,2024-05-16:empty_unverified|2024-05-17:nonempty_completed,False
2024-05-17,observed_nonzero,4,5,0,5,5,2,4,5,2024-05-17|2024-05-18,2024-05-17:nonempty_completed|2024-05-18:nonempty_completed,True
2024-05-18,observed_nonzero,7,10,0,10,10,6,7,10,2024-05-18|2024-05-19,2024-05-18:nonempty_completed|2024-05-19:nonempty_completed,True
2024-05-19,observed_nonzero,3,3,0,3,3,0,3,3,2024-05-19|2024-05-20,2024-05-19:nonempty_completed|2024-05-20:nonempty_completed,True
2024-05-20,observed_nonzero,6,7,0,7,7,2,6,7,2024-05-20|2024-05-21,2024-05-20:nonempty_completed|2024-05-21:nonempty_completed,True
2024-05-21,observed_nonzero,3,3,0,3,3,0,3,3,2024-05-21|2024-05-22,2024-05-21:nonempty_completed|2024-05-22:nonempty_completed,True
2024-05-22,observed_nonzero,3,3,0,3,3,0,3,3,2024-05-22|2024-05-23,2024-05-22:nonempty_completed|2024-05-23:nonempty_completed,True
2024-05-23,observed_nonzero,4,4,0,4,4,0,4,4,2024-05-23|2024-05-24,2024-05-23:nonempty_completed|2024-05-24:nonempty_completed,True
2024-05-24,observed_nonzero,7,10,0,10,10,5,7,10,2024-05-24|2024-05-25,2024-05-24:nonempty_completed|2024-05-25:nonempty_completed,True
2024-05-25,observed_nonzero,4,4,0,4,4,0,4,4,2024-05-25|2024-05-26,2024-05-25:nonempty_completed|2024-05-26:nonempty_completed,True
2024-05-26,observed_nonzero,7,9,0,9,9,4,7,9,2024-05-26|2024-05-27,2024-05-26:nonempty_completed|2024-05-27:nonempty_completed,True
2024-05-27,observed_nonzero,6,6,0,6,6,0,6,6,2024-05-27|2024-05-28,2024-05-27:nonempty_completed|2024-05-28:nonempty_completed,True
2024-05-28,observed_nonzero,4,4,0,4,4,0,4,4,2024-05-28|2024-05-29,2024-05-28:nonempty_completed|2024-05-29:nonempty_completed,True
2024-05-29,observed_nonzero,8,10,0,10,10,4,8,10,2024-05-29|2024-05-30,2024-05-29:nonempty_completed|2024-05-30:nonempty_completed,True
2024-05-30,observed_nonzero,2,2,0,2,2,0,2,2,2024-05-30|2024-05-31,2024-05-30:nonempty_completed|2024-05-31:nonempty_completed,True
2024-05-31,observed_nonzero,9,11,0,11,11,4,9,11,2024-05-31|2024-06-01,2024-05-31:nonempty_completed|2024-06-01:nonempty_completed,True
2024-06-01,observed_nonzero,1,4,0,4,3,3,1,4,2024-06-01|2024-06-02,2024-06-01:nonempty_completed|2024-06-02:nonempty_completed,True
2024-06-02,observed_nonzero,2,2,0,2,2,0,2,2,2024-06-02|2024-06-03,2024-06-02:nonempty_completed|2024-06-03:nonempty_completed,True
2024-06-03,observed_nonzero,7,12,0,12,11,6,7,12,2024-06-03|2024-06-04,2024-06-03:nonempty_completed|2024-06-04:nonempty_completed,True
2024-06-04,observed_nonzero,4,5,0,5,5,2,4,5,2024-06-04|2024-06-05,2024-06-04:nonempty_completed|2024-06-05:nonempty_completed,True
2024-06-05,observed_nonzero,8,9,0,9,9,2,8,9,2024-06-05|2024-06-06,2024-06-05:nonempty_completed|2024-06-06:nonempty_completed,True
2024-06-06,observed_nonzero,6,6,0,6,6,0,6,6,2024-06-06|2024-06-07,2024-06-06:nonempty_completed|2024-06-07:nonempty_completed,True
2024-06-07,observed_nonzero,7,7,0,7,7,0,7,7,2024-06-07|2024-06-08,2024-06-07:nonempty_completed|2024-06-08:nonempty_completed,True
2024-06-08,observed_nonzero,4,4,0,4,4,0,4,4,2024-06-08|2024-06-09,2024-06-08:nonempty_completed|2024-06-09:nonempty_completed,True
2024-06-09,observed_nonzero,2,2,0,2,2,0,2,2,2024-06-09|2024-06-10,2024-06-09:nonempty_completed|2024-06-10:nonempty_completed,True
2024-06-10,observed_nonzero,6,8,0,8,8,4,6,8,2024-06-10|2024-06-11,2024-06-10:nonempty_completed|2024-06-11:nonempty_completed,True
2024-06-11,observed_nonzero,16,20,0,20,20,8,16,20,2024-06-11|2024-06-12,2024-06-11:nonempty_completed|2024-06-12:nonempty_completed,True
2024-06-12,observed_nonzero,20,20,0,20,20,0,20,20,2024-06-12|2024-06-13,2024-06-12:nonempty_completed|2024-06-13:nonempty_completed,True
2024-06-13,observed_nonzero,15,20,0,20,20,9,15,20,2024-06-13|2024-06-14,2024-06-13:nonempty_completed|2024-06-14:nonempty_completed,True
2024-06-14,observed_nonzero,5,5,0,5,5,0,5,5,2024-06-14|2024-06-15,2024-06-14:nonempty_completed|2024-06-15:nonempty_completed,True
2024-06-15,observed_nonzero,5,6,0,6,6,2,5,6,2024-06-15|2024-06-16,2024-06-15:nonempty_completed|2024-06-16:nonempty_completed,True
2024-06-16,observed_nonzero,3,3,0,3,3,0,3,3,2024-06-16|2024-06-17,2024-06-16:nonempty_completed|2024-06-17:nonempty_completed,True
2024-06-17,observed_nonzero,5,5,0,5,5,0,5,5,2024-06-17|2024-06-18,2024-06-17:nonempty_completed|2024-06-18:nonempty_completed,True
2024-06-18,observed_nonzero,8,8,0,8,8,0,8,8,2024-06-18|2024-06-19,2024-06-18:nonempty_completed|2024-06-19:nonempty_completed,True
2024-06-19,observed_nonzero,6,6,0,6,6,0,6,6,2024-06-19|2024-06-20,2024-06-19:nonempty_completed|2024-06-20:nonempty_completed,True
2024-06-20,observed_nonzero,6,6,0,6,6,0,6,6,2024-06-20|2024-06-21,2024-06-20:nonempty_completed|2024-06-21:nonempty_completed,True
2024-06-21,observed_nonzero,15,18,0,18,18,6,15,18,2024-06-21|2024-06-22,2024-06-21:nonempty_completed|2024-06-22:nonempty_completed,True
2024-06-22,observed_nonzero,2,3,0,3,3,2,2,3,2024-06-22|2024-06-23,2024-06-22:nonempty_completed|2024-06-23:nonempty_completed,True
